Rint,Equivalent_water_thickness,Index,bead1,bead2,bead3,bead4,bead5,charge1,charge2,charge3,charge4,charge5,net_charge,label_NM1,label_HB1,label_PN1,label_SI1,label_SZ1,label_NM2,label_HB2,label_PN2,label_SI2,label_SZ2,label_NM3,label_HB3,label_PN3,label_SI3,label_SZ3,label_NM4,label_HB4,label_PN4,label_SI4,label_SZ4,label_NM5,label_HB5,label_PN5,label_SI5,label_SZ5,delta_G1,delta_G2,delta_G3,delta_G4,delta_G5
590.8459,718.74473,4110,C1,N4a,N6,N3a,SQ2p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,N3,a,none,none,R,Q2,none,p,none,S,17.2,-5.0,-9.8,-3.6,-43.3
307.4089,350.05677,4118,C1,N4a,N6,P2,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,P4,none,none,none,R,17.2,-5.0,-9.8,-13.2,-17.1
-0.076390268,-0.12991562,4121,C1,N4a,N6,P4,Q4n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q4,none,n,none,R,17.2,-5.0,-9.8,-17.1,-48.3
442.17157,620.56632,4123,C1,N4a,N6,P4,Q1,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q1,none,none,none,R,17.2,-5.0,-9.8,-17.1,-24.2
103.24458,107.63521,4249,C1,N4a,N3r,N5a,SQ2p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,a,none,none,R,N3,none,none,r,R,N5,a,none,none,R,Q2,none,p,none,S,17.2,-5.0,-3.6,-7.5,-43.3
-0.53017474,-0.68625351,4272,C1,N4a,N4,SQ2p,P1,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N4,a,none,none,R,N4,none,none,none,R,Q2,none,p,none,S,P1,none,none,none,R,17.2,-5.0,-5.0,-43.3,-11.1
181.29078,202.38424,4293,C1,N4a,N4,N1a,Q4n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N4,a,none,none,R,N4,none,none,none,R,N1,a,none,none,R,Q4,none,n,none,R,17.2,-5.0,-5.0,2.9,-48.3
184.31058,201.33021,4303,C1,N4a,N4,N5a,SQ2p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,a,none,none,R,N4,none,none,none,R,N5,a,none,none,R,Q2,none,p,none,S,17.2,-5.0,-5.0,-7.5,-43.3
245.67619,292.59483,4315,C1,N4a,N4,P2,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,a,none,none,R,N4,none,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,17.2,-5.0,-5.0,-13.2,-32.7
95.788028,118.08592,4338,C1,N4a,N3a,N1a,Q4n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N4,a,none,none,R,N3,a,none,none,R,N1,a,none,none,R,Q4,none,n,none,R,17.2,-5.0,-3.6,2.9,-48.3
88.389251,109.72691,4355,C1,N4a,N3a,P2,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,a,none,none,R,N3,a,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,17.2,-5.0,-3.6,-13.2,-32.7
346.84186,392.25899,4388,C1,N4a,P2,N6,P6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N4,a,none,none,R,P2,none,none,none,R,N6,none,none,none,R,P6,none,none,none,R,17.2,-5.0,-13.2,-9.8,-27.2
595.95714,602.2655,4406,C1,N4a,N1,N1,Q5n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N4,a,none,none,R,N1,none,none,none,R,N1,none,none,none,R,Q5,none,n,none,R,17.2,-5.0,2.9,2.9,-64.1
900.69537,996.33156,4407,C1,N4a,N6,SQ3p,SQ4p,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,Q4,none,p,none,S,17.2,-5.0,-9.8,-47.8,-59.2
18.236099,29.097266,4408,C1,N4a,N6,SQ3p,Q2,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,Q2,none,none,none,R,17.2,-5.0,-9.8,-47.8,-32.7
59.538591,89.689555,4409,C1,N4a,N6,SQ3p,Q5n,0.0,0.0,0.0,1.0,-1.0,0.0,C1,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,Q5,none,n,none,R,17.2,-5.0,-9.8,-47.8,-64.1
247.82398,266.32032,4410,C1,N4a,N6,SQ3p,Q4n,0.0,0.0,0.0,1.0,-1.0,0.0,C1,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,Q4,none,n,none,R,17.2,-5.0,-9.8,-47.8,-48.3
107.32913,111.75833,4412,C1,N4a,N6,SQ2p,N2,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N4,a,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,N2,none,none,none,R,17.2,-5.0,-9.8,-43.3,0.5
85.146311,105.37546,4720,C1,N5a,N3r,N1a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N3,none,none,r,R,N1,a,none,none,R,Q2,none,none,none,R,17.2,-7.5,-3.6,2.9,-32.7
29.754501,31.036782,4746,C1,N5a,N3r,N4,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N3,none,none,r,R,N4,none,none,none,R,Q2,none,none,none,R,17.2,-7.5,-3.6,-5.0,-32.7
3.2693094,4.0464995,4800,C1,N5a,N4a,Q2,N3a,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,a,none,none,R,Q2,none,none,none,R,N3,a,none,none,R,17.2,-7.5,-5.0,-32.7,-3.6
20.848189,27.46675,4808,C1,N5a,N4a,N1a,SQ4p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,a,none,none,R,N1,a,none,none,R,Q4,none,p,none,S,17.2,-7.5,-5.0,2.9,-59.2
113.60437,138.67514,4811,C1,N5a,N4a,N1a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,a,none,none,R,N1,a,none,none,R,Q2,none,none,none,R,17.2,-7.5,-5.0,2.9,-32.7
214.313,266.447,4816,C1,N5a,N4a,N3r,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,a,none,none,R,N3,none,none,r,R,Q2,none,none,none,R,17.2,-7.5,-5.0,-3.6,-32.7
194.85755,221.25617,4823,C1,N5a,N4a,N4a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,a,none,none,R,N4,a,none,none,R,Q2,none,none,none,R,17.2,-7.5,-5.0,-5.0,-32.7
247.30836,296.95431,4832,C1,N5a,N4a,N5a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,a,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,17.2,-7.5,-5.0,-7.5,-32.7
230.21605,231.79554,4850,C1,N5a,N4a,P2,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,N4,a,none,none,R,P2,none,none,none,R,P4,none,none,none,R,17.2,-7.5,-5.0,-13.2,-17.1
136.90338,146.34725,4864,C1,N5a,N4a,N1,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,a,none,none,R,N1,none,none,none,R,Q2,none,none,none,R,17.2,-7.5,-5.0,2.9,-32.7
110.93096,119.28409,4878,C1,N5a,N4a,SQ3p,N3r,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,a,none,none,R,Q3,none,p,none,S,N3,none,none,r,R,17.2,-7.5,-5.0,-47.8,-3.6
138.09059,160.08907,4937,C1,N5a,N5a,N1a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N5,a,none,none,R,N1,a,none,none,R,Q2,none,none,none,R,17.2,-7.5,-7.5,2.9,-32.7
173.0657,215.70087,4951,C1,N5a,N5a,N4a,SQ3p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N5,a,none,none,R,N4,a,none,none,R,Q3,none,p,none,S,17.2,-7.5,-7.5,-5.0,-47.8
201.4574,203.54151,4958,C1,N5a,N5a,N5a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N5,a,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,17.2,-7.5,-7.5,-7.5,-32.7
159.11045,181.97667,5024,C1,N5a,N4,N1a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,none,none,none,R,N1,a,none,none,R,Q2,none,none,none,R,17.2,-7.5,-5.0,2.9,-32.7
263.75863,311.08317,5030,C1,N5a,N4,N3r,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,none,none,none,R,N3,none,none,r,R,Q2,none,none,none,R,17.2,-7.5,-5.0,-3.6,-32.7
170.90814,191.88941,5036,C1,N5a,N4,N4a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,none,none,none,R,N4,a,none,none,R,Q2,none,none,none,R,17.2,-7.5,-5.0,-5.0,-32.7
202.23242,225.90939,5042,C1,N5a,N4,N5a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,none,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,17.2,-7.5,-5.0,-7.5,-32.7
317.69096,363.43906,5068,C1,N5a,N4,N1,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N4,none,none,none,R,N1,none,none,none,R,Q2,none,none,none,R,17.2,-7.5,-5.0,2.9,-32.7
403.6492,501.41716,5210,C1,N5a,P2,P4,N3a,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,P2,none,none,none,R,P4,none,none,none,R,N3,a,none,none,R,17.2,-7.5,-13.2,-17.1,-3.6
157.73445,169.1174,5213,C1,N5a,P2,N6,P6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,P2,none,none,none,R,N6,none,none,none,R,P6,none,none,none,R,17.2,-7.5,-13.2,-9.8,-27.2
691.17401,866.80919,5266,C1,N5a,P4,N1,P5,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,P4,none,none,none,R,N1,none,none,none,R,P5,none,none,none,R,17.2,-7.5,-17.1,2.9,-19.2
16.195502,18.456634,5323,C1,N5a,N6,SQ3p,N3a,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N3,a,none,none,R,17.2,-7.5,-9.8,-47.8,-3.6
502.22226,473.6081,5324,C1,N5a,N6,SQ3p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,17.2,-7.5,-9.8,-47.8,-9.8
45.721335,75.603049,5325,C1,N5a,N6,SQ3p,SQ4p,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,Q4,none,p,none,S,17.2,-7.5,-9.8,-47.8,-59.2
102.08406,102.24828,5345,C1,N5a,N6,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-7.5,-9.8,-43.3,-9.8
129.9114,124.77557,5359,C1,N5a,N6,Q2,Q1,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,Q1,none,none,none,R,17.2,-7.5,-9.8,-32.7,-24.2
143.14836,139.32107,5370,C1,N5a,N6,Q2,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,17.2,-7.5,-9.8,-32.7,-9.8
82.287869,84.120827,5399,C1,N5a,N6,N2,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,N2,none,none,none,R,Q2,none,none,none,R,17.2,-7.5,-9.8,0.5,-32.7
118.35883,138.99769,5407,C1,N5a,N6,N1a,P6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,N1,a,none,none,R,P6,none,none,none,R,17.2,-7.5,-9.8,2.9,-27.2
236.65344,276.50136,5418,C1,N5a,N6,N4a,P5,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,N4,a,none,none,R,P5,none,none,none,R,17.2,-7.5,-9.8,-5.0,-19.2
1.9593589,2.4489513,5421,C1,N5a,N6,N4a,Q4n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,N4,a,none,none,R,Q4,none,n,none,R,17.2,-7.5,-9.8,-5.0,-48.3
301.31147,304.29846,5427,C1,N5a,N6,N4a,SQ2p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,N4,a,none,none,R,Q2,none,p,none,S,17.2,-7.5,-9.8,-5.0,-43.3
290.9122,329.05343,5438,C1,N5a,N6,N5a,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,N5,a,none,none,R,P4,none,none,none,R,17.2,-7.5,-9.8,-7.5,-17.1
561.33338,650.60932,5470,C1,N5a,N6,P2,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,P2,none,none,none,R,N6,none,none,none,R,17.2,-7.5,-9.8,-13.2,-9.8
620.52344,751.70937,5475,C1,N5a,N6,P4,P1,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,P1,none,none,none,R,17.2,-7.5,-9.8,-17.1,-11.1
339.67378,368.13316,5485,C1,N5a,N6,P4,Q1,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q1,none,none,none,R,17.2,-7.5,-9.8,-17.1,-24.2
168.88623,193.83252,5508,C1,N5a,N6,N1,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,N1,none,none,none,R,Q2,none,none,none,R,17.2,-7.5,-9.8,2.9,-32.7
4.7798914,5.3109652,5517,C1,N5a,N6,N6,P2,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N5,a,none,none,R,N6,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,17.2,-7.5,-9.8,-9.8,-13.2
-0.88636412,-1.0293659,5584,C1,N4,Q2,N3r,N4a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,Q2,none,none,none,R,N3,none,none,r,R,N4,a,none,none,R,17.2,-5.0,-32.7,-3.6,-5.0
-0.8530921,-1.0903704,5587,C1,N4,Q2,N4a,N2ah,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,Q2,none,none,none,R,N4,a,none,none,R,N2,a,none,h,R,17.2,-5.0,-32.7,-5.0,0.5
-0.13033748,-0.16213941,5637,C1,N4,Q2,N6,N5a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,17.2,-5.0,-32.7,-9.8,-7.5
-0.58607133,-0.71123435,5654,C1,N4,Q2,N6,N6,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,17.2,-5.0,-32.7,-9.8,-9.8
65.11418,82.761357,5704,C1,N4,N1a,Q2,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N1,a,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,17.2,-5.0,2.9,-32.7,-9.8
24.665839,30.721912,5712,C1,N4,N1a,Q2,N5a,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N1,a,none,none,R,Q2,none,none,none,R,N5,a,none,none,R,17.2,-5.0,2.9,-32.7,-7.5
5.8477838,6.6318817,5715,C1,N4,N1a,N4a,Q4n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N4,none,none,none,R,N1,a,none,none,R,N4,a,none,none,R,Q4,none,n,none,R,17.2,-5.0,2.9,-5.0,-48.3
2.1732567,2.5681755,5733,C1,N4,N3r,Q2,N3a,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N3,none,none,r,R,Q2,none,none,none,R,N3,a,none,none,R,17.2,-5.0,-3.6,-32.7,-3.6
180.36494,206.17055,5756,C1,N4,N3r,N1,Q5n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N4,none,none,none,R,N3,none,none,r,R,N1,none,none,none,R,Q5,none,n,none,R,17.2,-5.0,-3.6,2.9,-64.1
331.68914,394.74118,5846,C1,N4,N4a,P2,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N4,none,none,none,R,N4,a,none,none,R,P2,none,none,none,R,P4,none,none,none,R,17.2,-5.0,-5.0,-13.2,-17.1
582.91976,716.12953,5859,C1,N4,N4a,N1,Q4n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N4,none,none,none,R,N4,a,none,none,R,N1,none,none,none,R,Q4,none,n,none,R,17.2,-5.0,-5.0,2.9,-48.3
0.13303147,0.16344746,5884,C1,N4,N5a,Q2,N1a,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,N1,a,none,none,R,17.2,-5.0,-7.5,-32.7,2.9
208.29445,205.87178,5999,C1,N4,N4,N1,Q5n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N4,none,none,none,R,N4,none,none,none,R,N1,none,none,none,R,Q5,none,n,none,R,17.2,-5.0,-5.0,2.9,-64.1
425.61415,528.62927,6047,C1,N4,P2,P2,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N4,none,none,none,R,P2,none,none,none,R,P2,none,none,none,R,N6,none,none,none,R,17.2,-5.0,-13.2,-13.2,-9.8
517.4166,643.71296,6120,C1,N4,P4,P4,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N4,none,none,none,R,P4,none,none,none,R,P4,none,none,none,R,N6,none,none,none,R,17.2,-5.0,-17.1,-17.1,-9.8
0.407285,0.46291916,6133,C1,N4,N1,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N1,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-5.0,2.9,-43.3,-9.8
159.91069,146.07273,6182,C1,N4,N6,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-5.0,-9.8,-43.3,-9.8
28.474537,36.180421,6222,C1,N4,N6,N1a,SQ4p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,N1,a,none,none,R,Q4,none,p,none,S,17.2,-5.0,-9.8,2.9,-59.2
408.01956,478.49293,6234,C1,N4,N6,N3r,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,Q2,none,none,none,R,17.2,-5.0,-9.8,-3.6,-32.7
242.9615,252.44295,6253,C1,N4,N6,N5a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,17.2,-5.0,-9.8,-7.5,-32.7
494.40545,562.15523,6271,C1,N4,N6,N3a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,N3,a,none,none,R,Q2,none,none,none,R,17.2,-5.0,-9.8,-3.6,-32.7
967.62043,1148.5572,6283,C1,N4,N6,P2,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,P4,none,none,none,R,17.2,-5.0,-9.8,-13.2,-17.1
534.69668,637.76523,6305,C1,N4,N6,N1,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,N1,none,none,none,R,Q2,none,none,none,R,17.2,-5.0,-9.8,2.9,-32.7
0.23157743,0.26950255,6334,C1,N3a,SQ3p,N6,N3a,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N3,a,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,N3,a,none,none,R,17.2,-3.6,-47.8,-9.8,-3.6
-0.93223917,-1.1262581,6383,C1,N3a,Q2,N5a,P2,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N3,a,none,none,R,Q2,none,none,none,R,N5,a,none,none,R,P2,none,none,none,R,17.2,-3.6,-32.7,-7.5,-13.2
-0.85520525,-0.95172178,6415,C1,N3a,Q2,N6,N3r,0.0,0.0,1.0,0.0,0.0,1.0,C1,none,none,none,R,N3,a,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,17.2,-3.6,-32.7,-9.8,-3.6
5.086588,5.763763,6479,C1,N3a,N3r,N4a,Q5n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N3,none,none,r,R,N4,a,none,none,R,Q5,none,n,none,R,17.2,-3.6,-3.6,-5.0,-64.1
168.60624,187.45039,6525,C1,N3a,N4a,N1a,Q4n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N4,a,none,none,R,N1,a,none,none,R,Q4,none,n,none,R,17.2,-3.6,-5.0,2.9,-48.3
156.93432,197.98048,6546,C1,N3a,N4a,N5a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N4,a,none,none,R,N5,a,none,none,R,Q2,none,none,none,R,17.2,-3.6,-5.0,-7.5,-32.7
371.97618,424.0682,6556,C1,N3a,N4a,P2,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N4,a,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,17.2,-3.6,-5.0,-13.2,-32.7
267.15596,286.89833,6568,C1,N3a,N4a,N1,Q4n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N3,a,none,none,R,N4,a,none,none,R,N1,none,none,none,R,Q4,none,n,none,R,17.2,-3.6,-5.0,2.9,-48.3
96.792723,97.700809,6602,C1,N3a,N5a,N1a,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N3,a,none,none,R,N5,a,none,none,R,N1,a,none,none,R,Q2,none,none,none,R,17.2,-3.6,-7.5,2.9,-32.7
